pmid,title,authors,abstract,citation_count,publication_date
32814140,Steroid-eluting contact lenses for corneal and intraocular inflammation.,"Bengani, Lokendrakumar C; Kobashi, Hidenaga; Ross, Amy E; Zhai, Hualei; Salvador-Culla, Borja; Tulsan, Rekha; Kolovou, Paraskevi E; Mittal, Sharad K; Chauhan, Sunil K; Kohane, Daniel S; Ciolino, Joseph B","Title: Steroid-eluting contact lenses for corneal and intraocular inflammation.
Authors: Bengani, Lokendrakumar C; Kobashi, Hidenaga; Ross, Amy E; Zhai, Hualei; Salvador-Culla, Borja; Tulsan, Rekha; Kolovou, Paraskevi E; Mittal, Sharad K; Chauhan, Sunil K; Kohane, Daniel S; Ciolino, Joseph B
Publication Date: 2020-Oct-15
PMID: 32814140
Ocular inflammation is one of the leading causes of blindness worldwide, and steroids in topical ophthalmic solutions (e.g. dexamethasone eye drops) are the mainstay of therapy for ocular inflammation. For many non-infectious ocular inflammatory diseases, such as uveitis, eye drops are administered as often as once every hour. The high frequency of administration coupled with the side effects of eye drops leads to poor adherence for patients. Drug-eluting contact lenses have long been sought as a potentially superior alternative for sustained ocular drug delivery; but loading sufficient drug into contact lenses and control the release of the drug is still a challenge. A dexamethasone releasing contact lens (Dex-Lens) was previously developed by encapsulating a dexamethasone-polymer film within the periphery of a hydrogel-based contact lens. Here, we demonstrate safety and efficacy of the Dex-Lens in rabbit models in the treatment of anterior ocular inflammation. The Dex-Lens delivered drug for 7 days in vivo (rabbit model). In an ocular irritation study (Draize test) with Dex-Lens extracts, no adverse events were observed in normal rabbit eyes. Dex-Lenses effectively inhibited suture-induced corneal neovascularization and inflammation for 7 days and lipopolysaccharide-induced anterior uveitis for 5 days. The efficacy of Dex-Lenses was similar to that of hourly-administered dexamethasone eye drops. In the corneal neovascularization study, substantial corneal edema was observed in rabbit eyes that received no treatment and those that wore a vehicle lens as compared to rabbit eyes that wore the Dex-Lens. Throughout these studies, Dex-Lenses were well tolerated and did not exhibit signs of toxicity. Dexamethasone-eluting contact lenses may be an option for the treatment of ocular inflammation and a platform for ocular drug delivery. STATEMENT OF SIGNIFICANCE: Inflammation of the eye can happen either on the ocular surface (i.e. the cornea) or inside the eye, both of which can result in loss of vision or even blindness. Ocular inflammation is normally treated by steroid eye drops. Depending on the type and severity of inflammation, patients may have to take drops every hour for days at a time. Such severe dosing regimen can lead to patients missing doses. Also, more than 95% drug in an eye drop never goes inside the eye. Here we present a contact lens that release a steroid (dexamethasone) for seven days at a time. It is much more efficient than eye drops and a significant improvement since once worn, the patient will avoid missing doses.",12,2020-Oct-15
32923645,Systemic anti-inflammatory therapy aided by double-headed nanoparticles in a canine model of acute intraocular inflammation.,"Ganugula, R; Arora, M; Lepiz, M A; Niu, Y; Mallick, B K; Pflugfelder, S C; Scott, E M; Kumar, M N V Ravi","Title: Systemic anti-inflammatory therapy aided by double-headed nanoparticles in a canine model of acute intraocular inflammation.
Authors: Ganugula, R; Arora, M; Lepiz, M A; Niu, Y; Mallick, B K; Pflugfelder, S C; Scott, E M; Kumar, M N V Ravi
Publication Date: 2020-Aug-1
PMID: 32923645
Novel approaches circumventing blood-ocular barriers in systemic drug delivery are lacking. We hypothesize receptor-mediated delivery of curcumin (CUR) across intestinal and ocular barriers leads to decreased inflammation in a model of lens-induced uveitis. CUR was encapsulated in double-headed polyester nanoparticles using gambogic acid (GA)-coupled polylactide-co-glycolide (PLGA). Orally administered PLGA-GA",12,2020-Aug-1
7928187,Free radical scavenging and antioxidant activity of allopurinol and oxypurinol in experimental lens-induced uveitis.,"Augustin, A J; Böker, T; Blumenröder, S H; Lutz, J; Spitznas, M","Title: Free radical scavenging and antioxidant activity of allopurinol and oxypurinol in experimental lens-induced uveitis.
Authors: Augustin, A J; Böker, T; Blumenröder, S H; Lutz, J; Spitznas, M
Publication Date: 1994-Oct-1
PMID: 7928187
In addition to the inhibition of xanthine oxidase, allopurinol is known to act, dependent on the dose, as a free radical scavenger, an antioxidant, and a ""scavenger"" of hypochlorous acid. This activity was investigated using a model of lens-induced uveitis.
METHODS: Lipid peroxides (LPO) were determined in aqueous humor and in retinal tissue. Reduced and oxidized glutathione (GSH and GSSG) of the aqueous humor and myeloperoxidase (MPO) activity in the iris-ciliary body complex were analyzed. Allopurinol and oxypurinol concentrations were determined by high-performance liquid chromatography in aqueous humor and retinal tissue of both control eyes and eyes with uveitis. These measurements were performed 6 hours after intravenous application of allopurinol.
RESULTS: In lens-induced uveitis, LPO are significantly elevated, GSH is reduced, and GSSG and MPO are increased. A xanthine oxidase inhibition dose (< 10 mg/kg body weight) of allopurinol showed no effects on oxidative tissue damage in the model used in this study. Higher doses, however, were able to reduce the oxidative damage. Allopurinol (20 mg/kg body weight) had slight effects on GSH and GSSG. All parameters improved using a dose of 50 mg/kg body weight; a dose of 100 mg/kg body weight only showed additional improvement in GSH and GSSG. There was no further change in the other parameters. Allopurinol and oxypurinol concentrations in aqueous humor and retinal tissue showed a dose dependency reaching scavenger concentrations after application of 50 mg/kg body weight of allopurinol.
CONCLUSIONS: These results suggest that the xanthine oxidase mechanism plays a minor role in the oxidative tissue damage due to lens-induced uveitis. Free radicals and oxidants are generated by activated leukocytes; therefore, the effect of higher doses of allopurinol is due to its free radical scavenging and antioxidative activity.",12,1994-Oct-1
19669782,Fundus autofluorescence and spectral domain optical coherence tomography in uveitic macular edema.,"Roesel, Martin; Henschel, Andreas; Heinz, Carsten; Dietzel, Martha; Spital, Georg; Heiligenhaus, Arnd","Title: Fundus autofluorescence and spectral domain optical coherence tomography in uveitic macular edema.
Authors: Roesel, Martin; Henschel, Andreas; Heinz, Carsten; Dietzel, Martha; Spital, Georg; Heiligenhaus, Arnd
Publication Date: 2009-Dec-1
PMID: 19669782
Cystoid macular edema (CME) is a common vision-limiting complication of uveitis. This study correlated fundus autofluorescence (FAF) and optical coherence tomography (OCT) with visual acuity (VA).
PATIENTS AND METHODS: Prospective, observational, cross-sectional study with 31 patients (53 eyes) with endogenous uveitis and fluorescein angiographically (FA) confirmed CME. Foveal thickness, epiretinal membrane formation, and altered (increased or decreased) foveal FAF were analyzed with a combined spectral domain OCT/FA device (Spectralis/HRA Heidelberg Retina Angiograph 2). Primary outcome measures were an association between central FAF with foveal thickness and VA (t-test, each). Secondary outcome measures included the association of FAF and epiretinal membrane formation, the presence of cystoid spaces in the outer plexiform and inner nuclear layers, and integrity of the third highly reflective band as detected by OCT (Fisher s exact test, each).
RESULTS: Of the 24 eyes (59%) with altered FAF in the central 500 microm, all had increased foveal FAF, and 10% also had increased perifoveal petaloid FAF. In eyes with altered FAF, the VA was frequently worse (p = 0.019) and foveal thickness increased (p = 0.015). Foveal thickness (mean 369.4 mum) correlated with VA (p < 0.01). FAF alterations correlated with the presence of cystoid spaces in the outer plexiform and inner nuclear layer in OCT (p < 0.001). Epiretinal membrane formation (70%) was associated with increased foveal thickness (p = 0.003) and poor VA (p = 0.08). Irregularity or loss of the third HRB (51%) correlated with poor VA (p < 0.01) and altered central FAF (p = 0.031).
CONCLUSIONS: FAF and OCT are useful diagnostic tools for the evaluation of uveitic CME. Increased central FAF, presence of cystoid retinal changes and disrupted third highly reflective band in OCT, and epiretinal membrane formation are associated with poor vision.",12,2009-Dec-1
7957552,Cross-reactivity between an HLA-B27-derived peptide and a retinal autoantigen peptide: a clue to major histocompatibility complex association with autoimmune disease.,"Wildner, G; Thurau, S R","Title: Cross-reactivity between an HLA-B27-derived peptide and a retinal autoantigen peptide: a clue to major histocompatibility complex association with autoimmune disease.
Authors: Wildner, G; Thurau, S R
Publication Date: 1994-Nov-1
PMID: 7957552
Statistical correlations between the expression of various HLA antigens and certain autoimmune diseases have been observed for both HLA class I and II antigens. Autoimmune diseases like spondyloarthropathies and anterior uveitis are associated with HLA-B27, but uveitis in Behçet's disease with HLA-B51. We describe a peptide from disease-associated HLA class I antigens sharing sequence homologies with a highly uveitogenic epitope from the retinal autoantigen S-antigen. S-antigen induces autoimmune uveitis in the animal model and is a major autoantigen in human disease. The HLA peptide induced uveitis in the Lewis rat and, moreover, suppressed S-antigen-induced disease when administered orally. Patients' PBL cross-reacted with the HLA- and corresponding retinal peptide, explaining the organ specificity of the disease.",12,1994-Nov-1
25125216,Uveitis in patients with late-stage cutaneous melanoma treated with vemurafenib.,"Guedj, Mikael; Quéant, Astrid; Funck-Brentano, Elisa; Kramkimel, Nora; Lellouch, Judith; Monnet, Dominique; Longvert, Christine; Gantzer, Amelie; Brézin, Antoine P","Title: Uveitis in patients with late-stage cutaneous melanoma treated with vemurafenib.
Authors: Guedj, Mikael; Quéant, Astrid; Funck-Brentano, Elisa; Kramkimel, Nora; Lellouch, Judith; Monnet, Dominique; Longvert, Christine; Gantzer, Amelie; Brézin, Antoine P
Publication Date: 2014-Dec-1
PMID: 25125216
This case series highlights the risk of uveitis in patients treated with vemurafenib for unresectable or metastatic cutaneous melanoma.
OBJECTIVE: To assess the occurrence and severity of uveitis as an adverse effect of vemurafenib therapy.
DESIGN, SETTING, AND PATIENTS: In this observational small case series, data were collected successively from May 1, 2012, through February 31, 2013, from patients with clinical signs of ocular inflammation treated with vemurafenib at the Department of Ophthalmology, Cochin-Hôtel-Dieu Hospital.
MAIN OUTCOMES AND MEASURES: Patients' demographics, vemurafenib dosages, and the intervals between the onset of treatment and the first ocular symptoms were recorded. The characteristics of ocular inflammatory manifestations were analyzed. The effect of the discontinuation of vemurafenib therapy on ocular manifestations was assessed, as well as the effect of rechallenging when vemurafenib was reintroduced.
RESULTS: Seven patients (mean [SD] age, 74.7 [4.0] years) had uveitis. The vemurafenib dose was 960 mg twice per day in 6 patients and a half dose in 1 patient. The mean (SD) time until the appearance of ocular signs was 5.6 (2.3) months (range, 19 days to 7 months), and inflammation ranged from mild or low-grade anterior uveitis to severe explosive panuveitis complicated by retinal detachment. Signs of ocular inflammation were always bilateral. Optical coherence tomography revealed a macular edema in only 1 of the 7 patients. Clinical improvement occurred when vemurafenib therapy was stopped in 5 of 7 patients. The rechallenge at treatment reintroduction was positive in 2 of 7 patients.
CONCLUSIONS AND RELEVANCE: This small case series highlights that uveitis can be a noteworthy adverse effect of vemurafenib therapy in patients with metastatic cutaneous melanoma. However, these cases of uveitis were usually restricted to the anterior segment and manageable with local corticosteroid therapy, which justified the continuation of vemurafenib therapy because the benefits regarding the patients' survival were greater than the risk to their vision.",12,2014-Dec-1
20168273,Bevacizumab for choroidal neovascularization related to inflammatory diseases.,"Kramer, Michal; Axer-Siegel, Ruth; Jaouni, Tareq; Reich, Ehud; Hemo, Itzhak; Priel, Ethan; Averbukh, Edward; Ehrlich, Rita; Chowers, Itay; Weinberger, Dov; Amer, Radgonde","Title: Bevacizumab for choroidal neovascularization related to inflammatory diseases.
Authors: Kramer, Michal; Axer-Siegel, Ruth; Jaouni, Tareq; Reich, Ehud; Hemo, Itzhak; Priel, Ethan; Averbukh, Edward; Ehrlich, Rita; Chowers, Itay; Weinberger, Dov; Amer, Radgonde
Publication Date: 2010-Jun-1
PMID: 20168273
The purpose of this study was to report our experience with intravitreal bevacizumab for inflammation-related choroidal neovascularization in two tertiary centers.
METHODS: This study was a retrospective analysis of patients with choroidal neovascularization related to inflammatory diseases, treated with intravitreal bevacizumab injections (1.25 mg/0.05 mL).
RESULTS: Ten eyes of 10 patients (range, 14-78 years; mean age, 44 years) with underlying uveitis were treated with intravitreal bevacizumab for inflammation-related choroidal neovascularization from 2006 to 2008. Mean follow-up time was 13 +/- 8 months, and the mean number of injections was 2.7 +/- 2. Resolved leakage on fluorescein angiography and resolution of subretinal fluid on optical coherence tomography occurred in all patients, with improvement in visual acuity in 9 of 10 eyes and no change in visual acuity in 1 of 10 eyes. Seven patients received additional treatment based on the underlying condition. Mean macular thickness on optical coherence tomography decreased from 394 +/- 116 microm to 254 +/- 52 microm (P < 0.01). Mean visual acuity improved from 0.87 +/- 0.74 logarithm of the minimum angle of resolution to 0.38 +/- 0.63 (P = 0.005). Seven patients reached a visual acuity of 0.2 logarithm of the minimum angle of resolution (Snellen 6/9) or better.
CONCLUSION: Intravitreal bevacizumab is an effective treatment for choroidal neovascularization related to inflammatory diseases when inflammation is controlled.",12,2010-Jun-1
7859820,Recoverin: a potent uveitogen for the induction of photoreceptor degeneration in Lewis rats.,"Adamus, G; Ortega, H; Witkowska, D; Polans, A","Title: Recoverin: a potent uveitogen for the induction of photoreceptor degeneration in Lewis rats.
Authors: Adamus, G; Ortega, H; Witkowska, D; Polans, A
Publication Date: 1994-Oct-1
PMID: 7859820
Recoverin is a calcium-binding protein identified as an autoantigen in a paraneoplastic degenerative disease of the human retina known as cancer-associated retinopathy (CAR). In this study we investigated whether recoverin could elicit an immune response leading to the degeneration of photoreceptor cells in a rodent retina, and whether an animal model of CAR could be developed. Injection of Lewis rats with recoverin caused degeneration of the photoreceptor cells. Several features of uveoretinitis were observed, including vitreous cells, perivasculitis, retinal lesions and complete loss of the photoreceptor cell layer. The first clinical signs of retinal inflammation were observed 10-14 days after immunization. The earliest histological changes in the retina also were observed 14 days after immunization. Infiltration of the photoreceptor cell layer and inner layers of the retina with lymphocytic and some polymorphonuclear cells was frequently observed. Photoreceptors were damaged and later fully degenerated. This sequence of events was associated with high antibody titers against recoverin in all animals tested. Cellular responses to recoverin assayed between days 7 and 28 after immunization showed strong in vitro proliferative activities to recoverin. In addition, all aspects of the degenerative events could be reproduced in naive animals by the adoptive transfer of stimulated lymphocytes obtained from animals previously immunized with recoverin. This study demonstrates the successful induction of photoreceptor degeneration using recoverin as an immunogen. We demonstrate that recoverin is both a potent antigen and uveitogen. These observations may be relevant to our understanding of CARs in humans.",12,1994-Oct-1
29790291,The Eyes Have it: A Rheumatologist's View of Uveitis.,"Rosenbaum, James T; Dick, Andrew D","Title: The Eyes Have it: A Rheumatologist's View of Uveitis.
Authors: Rosenbaum, James T; Dick, Andrew D
Publication Date: 2018-Oct-1
PMID: 29790291
Uveitis is defined as intraocular inflammation. It is an extraarticular manifestation of many forms of joint disease, which include spondyloarthritis, juvenile idiopathic arthritis, and Behçet's disease. Rheumatologists may be asked to consult on the ophthalmologic care of patients with uveitis in order to identify an associated systemic illness. Diagnoses such as spondyloarthritis, sarcoidosis, and interstitial nephritis with uveitis are frequently overlooked by referring ophthalmologists. Alternatively, rheumatologists may be asked to help manage the patient's immunosuppression, including biologic therapy, which can be required to treat a subset of patients with uveitis. This review is intended to provide rheumatologists with the necessary information to facilitate collaboration in the comanagement of patients with uveitis.",12,2018-Oct-1
29604284,Effect of Antituberculous Therapy on Uveitis Associated With Latent Tuberculosis.,"Tomkins-Netzer, Oren; Leong, Belinda C S; Zhang, Xiaozhe; Lightman, Sue; McCluskey, Peter J","Title: Effect of Antituberculous Therapy on Uveitis Associated With Latent Tuberculosis.
Authors: Tomkins-Netzer, Oren; Leong, Belinda C S; Zhang, Xiaozhe; Lightman, Sue; McCluskey, Peter J
Publication Date: 2018-Jun-1
PMID: 29604284
To describe the clinical features of patients with uveitis associated with latent tuberculosis (TB) and examine the effect of anti-TB treatment (ATT) on uveitis outcome.
DESIGN: Retrospective cohort study.
METHODS: One hundred ninety-nine eyes of 129 patients diagnosed with uveitis associated with latent TB were evaluated for recurrence of disease following treatment. Eighty-nine of the patients (69%) received ATT and information was gathered retrospectively regarding clinical outcome, vision, and treatment. Outcome measures included best-corrected visual acuity (BCVA) and rate of disease recurrence.
RESULTS: This study included 89 patients (69%) who received ATT and 40 patients who did not. The uveitis was treated with local and systemic anti-inflammatory and immunosuppressive therapy in all patients. The mean change in BCVA following treatment was 4.5 ± 1.4 letters over the follow-up period, with no difference between eyes of patients receiving ATT and those who did not. Sixty-eight eyes (34.9%) had a recurrence of uveitis (0.64 ± 0.08 recurrences per year), with eyes of patients receiving ATT less likely to develop a recurrence compared to those not receiving ATT (29.5% vs 48.2%, odds ratio 0.47, 95% confidence interval 0.29-0.77, P = .003). Eyes treated with ATT recurred at an estimated median of 120 months, compared with 51 months in eyes with no treatment (P = .005).
CONCLUSIONS: Treatment with ATT halved the risk of uveitis recurrence and delayed the onset of the first recurrence in eyes with uveitis associated with latent TB.",12,2018-Jun-1
26517055,Temporal change in prevalence and complications of uveitis associated with juvenile idiopathic arthritis:data from a cross-sectional analysis of a prospective nationwide study.,"Tappeiner, C; Klotsche, J; Schenck, S; Niewerth, M; Minden, K; Heiligenhaus, A","Title: Temporal change in prevalence and complications of uveitis associated with juvenile idiopathic arthritis:data from a cross-sectional analysis of a prospective nationwide study.
Authors: Tappeiner, C; Klotsche, J; Schenck, S; Niewerth, M; Minden, K; Heiligenhaus, A
Publication Date: 2015-1-1
PMID: 26517055
To analyse the nationwide prevalence of uveitis in JIA and its complications over a whole decade.
METHODS: We conducted a prospective, observational and cross-sectional study including all JIA patients from a National Paediatric Rheumatological Database (NPRD) with a uveitis add-on module in Germany (2002-2013). Temporal changes in uveitis prevalence, related secondary complications and anti-inflammatory medication were evaluated.
RESULTS: A total of 60 centres including 18,555 JIA patients (mean 3,863 patients/year, SD=837) were documented in the NPRD between 2002 and 2013. The mean age of the patients was 11.4 ± 4.6 years, their mean disease duration 4.4 ± 3.7 years. Among them, 66.9% were female and 51.7% ANA positive. Patients' mean age at arthritis onset was 6.9 ± 4.5 years. Treatment rates with synthetic and biological DMARDs increased during the observation period (sDMARD: 39.8% to 47.2%, bDMARD: 3.3% to 21.8%). Uveitis prevalence decreased significantly from 2002 to 2013 (13.0% to 11.6%, OR = 0.98, p=0.015). The prevalence of secondary uveitis complications also decreased significantly between 2002 and 2013 (33.6% to 23.9%, OR=0.94, p<0.001). Among the complications, the most common ones were posterior synechiae, cataract and band keratopathy. A significant increase in achieving uveitis inactivity was observed at 30.6% in 2002 and 65.3% in 2013 (OR=1.15, p<0.001).
CONCLUSIONS: Uveitis prevalence and complications significantly decreased between 2002 and 2013. This may be associated with a more frequent use of DMARDs.",12,2015-1-1
1424734,The epidemiology and genetics of endogenous uveitis: a review.,"Baarsma, G S","Title: The epidemiology and genetics of endogenous uveitis: a review.
Authors: Baarsma, G S
Publication Date: 1992-1-1
PMID: 1424734
Epidemiology is frequently neglected in the study of uveitis. Little is known on the incidence and prevalence of this disease. This review presents data on the subject from the literature and from the uveitis clinic at Rotterdam. The distribution of uveitis varies in different parts of the world and these differences might be attributed to geographic, alimentary or genetic factors. The discovery of associations of certain types of uveitis and HLA antigen subclasses provided at least part of an explanation for racial and genetic factors. These associations are dealt with in more detail.",12,1992-1-1
31062074,"A young female with early onset arthritis, uveitis, hepatic, and renal granulomas: a clinical tryst with Blau syndrome over 20 years and case-based review.","Jindal, Ankur Kumar; Pilania, Rakesh Kumar; Suri, Deepti; Gupta, Anju; Gattorno, Marco; Ceccherini, Isabella; Kumar, Nitin; Bansal, Rima; Nada, Ritambhra; Singh, Surjit","Title: A young female with early onset arthritis, uveitis, hepatic, and renal granulomas: a clinical tryst with Blau syndrome over 20 years and case-based review.
Authors: Jindal, Ankur Kumar; Pilania, Rakesh Kumar; Suri, Deepti; Gupta, Anju; Gattorno, Marco; Ceccherini, Isabella; Kumar, Nitin; Bansal, Rima; Nada, Ritambhra; Singh, Surjit
Publication Date: 2021-Jan-1
PMID: 31062074
Blau syndrome is a rare autosomal dominant monogenic auto-inflammatory disorder characterized by triad of granulomatous polyarthritis, dermatitis, and uveitis. However, it may be difficult to recognize this syndrome in the absence of all three characteristic clinical manifestations. A 3-year-old girl presented with early onset symmetric polyarthritis and developed granulomatous uveitis at 13 years of age. However, Blau syndrome was suspected at 21 years of age when she was diagnosed to have disseminated granulomas in liver and kidneys. Diagnosis of Blau syndrome was confirmed by finding a mutation in NOD2 gene (p.Arg334Gln; FP2678). She was initiated on adalimumab therapy and she showed good response to this treatment. We did a literature search to find out all reported cases of Blau syndrome with disseminated granulomatous inflammation and all cases of Blau syndrome that were treated with adalimumab therapy. Seventeen patients with Blau syndrome have been reported to have granulomas at unusual locations (liver; kidneys; lungs; salivary glands; intestine; and lymph nodes). Adalimumab has been reported to be used in 33 patients with Blau syndrome. The indication to initiate adalimumab in large majority of these patients was persistence of uveitis. A possibility of Blau syndrome should be considered in all children presenting with early onset arthritis (especially with the presence of boggy swelling) and granulomatous uveitis. Granulomas in the liver and kidney are uncommon disease manifestations. Adalimumab may be an effective treatment for patients with Blau syndrome who are resistant to other forms of therapy.",12,2021-Jan-1
32823391,Interleukins and cytokine biomarkers in uveitis.,"Balamurugan, S; Das, Dipankar; Hasanreisoglu, Murat; Toy, Brian C; Akhter, Mashal; Anuradha, V K; Anthony, Eliza; Gurnani, Bharat; Kaur, Kirandeep","Title: Interleukins and cytokine biomarkers in uveitis.
Authors: Balamurugan, S; Das, Dipankar; Hasanreisoglu, Murat; Toy, Brian C; Akhter, Mashal; Anuradha, V K; Anthony, Eliza; Gurnani, Bharat; Kaur, Kirandeep
Publication Date: 2020-Sep-1
PMID: 32823391
Interleukins and cytokines are involved in the pathogenesis of uveitis of heterogeneous origin. Understanding the basics of the ocular immune privilege is a fulcrum to discern their specific role in diverse uveitis to potentially translate as therapeutic targets. This review attempts to cover these elements in uveitis of infectious, noninfectious and masquerade origin. Insights of the molecular targets in novel therapy along with the vision of future research are intriguing.",12,2020-Sep-1
23941542,Intraoperative dexamethasone implant in uveitis patients with cataract undergoing phacoemulsification.,"Gupta, Adit; Ram, Jagat; Gupta, Amod; Gupta, Vishali","Title: Intraoperative dexamethasone implant in uveitis patients with cataract undergoing phacoemulsification.
Authors: Gupta, Adit; Ram, Jagat; Gupta, Amod; Gupta, Vishali
Publication Date: 2013-Dec-1
PMID: 23941542
To study the role of intraoperative intravitreal dexamethasone implant in patients of uveitis with cataract undergoing phacoemulsification.
METHODS: This prospective study included 20 patients with uveitis and cataract who underwent phacoemulsification with intraocular lens implantation. Ten patients (10 eyes) received an intravitreal dexamethasone implant intraoperatively (implant group), and 10 patients (10 eyes) received oral steroids (steroid group). Outcome measures were best-corrected visual acuity (BCVA), intraocular pressure (IOP), and central macular thickness (CMT).
RESULTS: The logMar BCVA improved from 0.93 ± 0.49 to 0.23 ± 0.23 and from 1.29 ± 0.47 to 0.22 ± 0.16 in the implant and steroid groups, respectively. Postoperative IOP and CMT showed no statistically significant differences between the two groups. None of the patients in either group had significant IOP rise requiring any surgical intervention.
CONCLUSIONS: A single intraoperative intravitreal dexamethasone implant during phacoemulsification in patients of uveitis with cataract seems to be an effective alternative for postoperative oral steroids.",12,2013-Dec-1
23163330,Comparison of presenting features and three-year disease course in Turkish patients with Behçet uveitis who presented in the early 1990s and the early 2000s.,"Cingu, Abdullah Kursat; Onal, Sumru; Urgancioglu, Meri; Tugal-Tutkun, Ilknur","Title: Comparison of presenting features and three-year disease course in Turkish patients with Behçet uveitis who presented in the early 1990s and the early 2000s.
Authors: Cingu, Abdullah Kursat; Onal, Sumru; Urgancioglu, Meri; Tugal-Tutkun, Ilknur
Publication Date: 2012-Dec-1
PMID: 23163330
To compare Behçet uveitis patients who presented in the 1990s and 2000s.
METHODS: Records of 170 patients seen in 1990-1994 and 258 patients seen in 2000-2004 were reviewed. Presenting features were analyzed in the whole cohort. Uveitis attacks, vision, complications, and immunomodulatory treatment (IMT) were compared in patients with 3-year follow-up.
RESULTS: Posterior segment involvement was less common, visual acuity was better, and more patients received IMT before referral in the 2000s. Follow-up revealed no significant difference in number of uveitis attacks in the first 3 years. Less eyes lost useful vision, no patient became legally blind, and fewer severe ocular complications occurred in the 2000s. IMT was started within 3 months in more patients and interferon alfa-2a was used only in the latter study period.
CONCLUSIONS: The findings suggest a milder disease at referral, lower rate of severe complications, and a better 3-year visual outcome in patients who presented in the early 2000s.",12,2012-Dec-1
32197914,Logistic Regression Classification of Primary Vitreoretinal Lymphoma versus Uveitis by Interleukin 6 and Interleukin 10 Levels.,"Kuo, David E; Wei, Maggie M; Knickelbein, Jared E; Armbrust, Karen R; Yeung, Ian Y L; Lee, Aaron Y; Chan, Chi-Chao; Sen, H Nida","Title: Logistic Regression Classification of Primary Vitreoretinal Lymphoma versus Uveitis by Interleukin 6 and Interleukin 10 Levels.
Authors: Kuo, David E; Wei, Maggie M; Knickelbein, Jared E; Armbrust, Karen R; Yeung, Ian Y L; Lee, Aaron Y; Chan, Chi-Chao; Sen, H Nida
Publication Date: 2020-Jul-1
PMID: 32197914
To assess the diagnostic performance and generalizability of logistic regression in classifying primary vitreoretinal lymphoma (PVRL) versus uveitis from intraocular cytokine levels in a single-center retrospective cohort, comparing a logistic regression model and previously published Interleukin Score for Intraocular Lymphoma Diagnosis (ISOLD) scores against the interleukin 10 (IL-10)-to-interleukin 6 (IL-6) ratio.
DESIGN: Retrospective cohort study.
PARTICIPANTS: Patient histories, pathology reports, and intraocular cytokine levels from 2339 patient entries in the National Eye Institute Histopathology Core database.
METHODS: Patient diagnoses of PVRL versus uveitis and associated aqueous or vitreous IL-6 and IL-10 levels were collected retrospectively. From these data, cytokine levels were compared between diagnoses with the Mann-Whitney U test. A logistic regression model was trained to classify PVRL versus uveitis from aqueous and vitreous IL-6 and IL-10 samples and compared with ISOLD scores and IL-10-to-IL-6 ratios.
MAIN OUTCOME MEASURES: Area under the receiver operating characteristic curve (AUC) for each classifier and sensitivity, specificity, positive predictive value (PPV), and negative predictive value (NPV) at the optimal cutoff (maximal Youden index) for each classifier.
RESULTS: Seventy-seven lymphoma patients (10 aqueous samples, 67 vitreous samples) and 84 uveitis patients (19 aqueous samples, 65 vitreous samples) treated between October 5, 1999, and September 16, 2015, were included. Interleukin 6 levels were higher and IL-10 levels were lower in uveitis patients compared with lymphoma patients (P < 0.01). For vitreous samples, the logistic regression model, ISOLD score, and IL-10-to-IL-6 ratio achieved AUCs of 98.3%, 97.7%, and 96.3%, respectively. Sensitivity, specificity, PPV, and NPV at the optimal cutoffs for each classifier were 94.2%, 96.9%, 97%, and 94% for the logistic regression model; 92.7%, 100%, 100%, and 92.9% for the ISOLD score; and 94.2%, 95.3%, 95.6%, and 93.9% for the IL-10-to-IL-6 ratio. All models achieved complete separation between uveitis and lymphoma in the aqueous data set.
CONCLUSIONS: The accuracy of the logistic regression model and generalizability of the ISOLD score to an independent patient cohort suggest that intraocular cytokine analysis by logistic regression may be a promising adjunct to cytopathologic analysis, the gold standard, for the early diagnosis of primary vitreoretinal lymphoma. Further validation studies are merited.",12,2020-Jul-1
7825421,Uveitis survey at the University Eye Clinic in Turku.,"Päivönsalo-Hietanen, T; Vaahtoranta-Lehtonen, H; Tuominen, J; Saari, K M","Title: Uveitis survey at the University Eye Clinic in Turku.
Authors: Päivönsalo-Hietanen, T; Vaahtoranta-Lehtonen, H; Tuominen, J; Saari, K M
Publication Date: 1994-Aug-1
PMID: 7825421
We conducted a retrospective analysis of 1122 patients with endogenous uveitis treated at the University Eye Clinic in Turku during the years 1980-1982 and 1988. Of the 1122 patients 568 were men and 554 women; 1034 (92.2%) had anterior uveitis, 15 (1.3%) intermediate uveitis, 64 (5.7%) posterior uveitis and 9(0.8%) panuveitis; 867 (77.3%) were unilateral and 255 bilateral; 789 of 1067 cases (73.9%) were of sudden onset and 278 of insidious onset; 808 of 1102 cases (73.3%) were of short duration and 294 of long duration; and 519 (46.3%) single and 603 repeated. In this study uveitis occurred significantly more often (44.2%) in the age group 20-39 years than in other age groups (p < 0.00001). Anterior and posterior uveitis were more often unilateral than bilateral (p < 0.0005) and of sudden onset than of insidious onset (p < 0.00008). Acute anterior uveitis was the most common uveitic entity and accounted for 745 cases (66.4%). Acute anterior uveitis associated with ankylosing spondylitis was the single most frequently seen diagnostic group including 144 cases (12.8%) with a statistically significant male predominance (p < 0.00001).",12,1994-Aug-1
